abcd,nda,instrument
prn_medicine_prescription_medication13,prn_medicine_rx_med13,medsy01
prn_medicine_prescription_medication14,prn_medicine_rx_med14,medsy01
prn_medicine_prescription_medication15,prn_medicine_rx_med15,medsy01
prn_medicine_prescription_medication2,prn_medicine_rx_med2,medsy01
prn_medicine_prescription_medication3,prn_medicine_rx_med3,medsy01
prn_medicine_prescription_medication4,prn_medicine_rx_med4,medsy01
prn_medicine_prescription_medication5,prn_medicine_rx_med5,medsy01
prn_medicine_prescription_medication6,prn_medicine_rx_med6,medsy01
prn_medicine_prescription_medication7,prn_medicine_rx_med7,medsy01
prn_medicine_prescription_medication8,prn_medicine_rx_med8,medsy01
prn_medicine_prescription_medication9,prn_medicine_rx_med9,medsy01
units_prescription_medication10,units_rx_med10,medsy01
units_prescription_medication11,units_rx_med11,medsy01
units_prescription_medication12,units_rx_med12,medsy01
units_prescription_medication13,units_rx_med13,medsy01
units_prescription_medication14,units_rx_med14,medsy01
units_prescription_medication15,units_rx_med15,medsy01
units_prescription_medication2,units_rx_med2,medsy01
units_prescription_medication3,units_rx_med3,medsy01
units_prescription_medication4,units_rx_med4,medsy01
units_prescription_medication5,units_rx_med5,medsy01
units_prescription_medication6,units_rx_med6,medsy01
units_prescription_medication7,units_rx_med7,medsy01
units_prescription_medication8,units_rx_med8,medsy01
units_prescription_medication9,units_rx_med9,medsy01
anthro_2_height_in,anthro2heightin,abcd_ant01
anthro_3_height_in,anthro3heightin,abcd_ant01
anthro_height_calc,anthroheightcalc,abcd_ant01
anthro_weight1_lb,anthroweight1lb,abcd_ant01
anthro_weight2_lb,anthroweight2lb,abcd_ant01
anthro_weight3_lb,anthroweight3lb,abcd_ant01
anthro_weight_calc,anthroweightcalc,abcd_ant01
anthro_weight_cast,anthroweightcast,abcd_ant01
nihtbx_earlycomp_fullycorrected,nihtbx_earlycomp_fullycorr,abcd_tbss01
nihtbx_fluidcomp_fullycorrected,nihtbx_fluidcomp_fullycorr,abcd_tbss01
nihtbx_totalcomp_fullycorrected,nihtbx_totalcomp_fullycorr,abcd_tbss01
path_alc_youth1,intent_youth1,abcd_ysu01
path_alc_youth2,intent_youth2,abcd_ysu01
path_alc_youth3,intent_youth3,abcd_ysu01
path_alc_youth4,intent_youth4,abcd_ysu01
path_alc_youth5,intent_youth5,abcd_ysu01
path_alc_youth6,intent_youth6,abcd_ysu01
path_alc_youth7,intent_youth7,abcd_ysu01
path_alc_youth8,intent_youth8,abcd_ysu01
path_alc_youth9,intent_youth9,abcd_ysu01
fsqc_stype,mexamtp,freesqc01
fsv_subcort_volallventricles,all_ventrs,freesvol01
fsv_subcort_volbrainmaskvolume,brainmaskvolume,freesvol01
fsv_subcort_volbrainsegmentationvolume,brainsegmentationvolume,freesvol01
fsv_cort_areactxlhtotal,ca_ctx_lh_total,freesvol01
fsv_cort_areactxrhtotal,ca_ctx_rh_total,freesvol01
fsv_cort_areactxtotal,ca_ctx_total,freesvol01
fsv_cort_areactxlhbankssts,ca_lh_bankssts,freesvol01
fsv_cort_areactxlhcuneus,ca_lh_cuneus,freesvol01
fsv_cort_areactxlhentorhinal,ca_lh_entorhinal,freesvol01
fsv_cort_areactxlhfusiform,ca_lh_fusiform,freesvol01
fsv_cort_areactxlhlingual,ca_lh_lingual,freesvol01
fsv_cort_areactxlhprecuneus,ca_lh_precuneus,freesvol01
fsv_cort_areactxrhbankssts,ca_rh_bankssts,freesvol01
fsv_cort_areactxrhcuneus,ca_rh_cuneus,freesvol01
fsv_cort_areactxrhentorhinal,ca_rh_entorhinal,freesvol01
fsv_cort_areactxrhfusiform,ca_rh_fusiform,freesvol01
fsv_cort_areactxrhlingual,ca_rh_lingual,freesvol01
fsv_cort_areactxrhprecuneus,ca_rh_precuneus,freesvol01
fsv_cort_thickctxlhlingual,ct_lh_lingual,freesvol01
fsv_cort_thickctxlhmean,ct_lh_mean,freesvol01
fsv_cort_thickctxlhprecuneus,ct_lh_precuneus,freesvol01
fsv_cort_thickctxmean,ct_mean,freesvol01
fsv_cort_thickctxrhbankssts,ct_rh_bankssts,freesvol01
fsv_cort_thickctxrhcuneus,ct_rh_cuneus,freesvol01
fsv_cort_thickctxrhentorhinal,ct_rh_entorhinal,freesvol01
fsv_cort_thickctxrhfusiform,ct_rh_fusiform,freesvol01
fsv_cort_thickctxrhlingual,ct_rh_lingual,freesvol01
fsv_cort_thickctxrhmean,ct_rh_mean,freesvol01
fsv_cort_thickctxrhprecuneus,ct_rh_precuneus,freesvol01
fsv_cort_volctxlhtotal,cv_ctx_lh_total,freesvol01
fsv_cort_volctxrhtotal,cv_ctx_rh_total,freesvol01
fsv_cort_volctxtotal,cv_ctx_total,freesvol01
fsv_cort_volctxlhbankssts,cv_lh_bankssts,freesvol01
fsv_cort_volctxlhcuneus,cv_lh_cuneus,freesvol01
fsv_cort_volctxlhentorhinal,cv_lh_entorhinal,freesvol01
fsv_cort_volctxlhfusiform,cv_lh_fusiform,freesvol01
fsv_cort_volctxlhlingual,cv_lh_lingual,freesvol01
fsv_cort_volctxlhprecuneus,cv_lh_precuneus,freesvol01
fsv_cort_volctxrhbankssts,cv_rh_bankssts,freesvol01
fsv_cort_volctxrhcuneus,cv_rh_cuneus,freesvol01
fsv_cort_volctxrhentorhinal,cv_rh_entorhinal,freesvol01
fsv_cort_volctxrhfusiform,cv_rh_fusiform,freesvol01
fsv_cort_volctxrhlingual,cv_rh_lingual,freesvol01
fsv_cort_volctxrhprecuneus,cv_rh_precuneus,freesvol01
fsv_subcort_volintracranialvolume,intracranialvolume,freesvol01
fsv_subcort_vollatventricles,lat_ventrs,freesvol01
fsv_subcort_volbrainstem,mriscort_v_brain_stem,freesvol01
fsv_subcort_volcsf,mriscort_v_csf,freesvol01
fsv_subcort_volsubcorticalgrayvolume,subcorticalgrayvolume,freesvol01
fsv_subcort_volsupratentorialvolume,supratentorialvolume,freesvol01
fsv_cort_t1w_white02ctxlhbankssts,t1w_ctx_lh_bankssts,freesvol01
fsv_cort_t1w_white02ctxlhcuneus,t1w_ctx_lh_cuneus,freesvol01
fsv_cort_t1w_white02ctxlhentorhinal,t1w_ctx_lh_entorhinal,freesvol01
fsv_cort_t1w_white02ctxlhfusiform,t1w_ctx_lh_fusiform,freesvol01
fsv_cort_t1w_white02ctxlhlingual,t1w_ctx_lh_lingual,freesvol01
fsv_cort_t1w_white02ctxlhmean,t1w_ctx_lh_mean,freesvol01
fsv_cort_t1w_white02ctxlhprecuneus,t1w_ctx_lh_precuneus,freesvol01
fsv_cort_t1w_white02ctxmean,t1w_ctx_mean,freesvol01
fsv_cort_t1w_white02ctxrhbankssts,t1w_ctx_rh_bankssts,freesvol01
fsv_cort_t1w_white02ctxrhcuneus,t1w_ctx_rh_cuneus,freesvol01
fsv_cort_t1w_white02ctxrhentorhinal,t1w_ctx_rh_entorhinal,freesvol01
fsv_cort_t1w_white02ctxrhfusiform,t1w_ctx_rh_fusiform,freesvol01
fsv_cort_t1w_white02ctxrhlingual,t1w_ctx_rh_lingual,freesvol01
fsv_cort_t1w_white02ctxrhmean,t1w_ctx_rh_mean,freesvol01
fsv_cort_t1w_white02ctxrhprecuneus,t1w_ctx_rh_precuneus,freesvol01
fsv_subcort_volwholebrain,wholebrain,freesvol01
fsv_subcort_volwmhypointensities,wm_hypointensities,freesvol01
fsv_cort_sulcctxlhbankssts,crt_sulcctxlhbankssts,freesvol301
fsv_cort_sulcctxlhcuneus,crt_sulcctxlhcuneus,freesvol301
fsv_cort_sulcctxlhentorhinal,crt_sulcctxlhentorhinal,freesvol301
fsv_cort_sulcctxlhfusiform,crt_sulcctxlhfusiform,freesvol301
fsv_cort_sulcctxlhinsula,crt_sulcctxlhinsula,freesvol301
fsv_cort_sulcctxlhlingual,crt_sulcctxlhlingual,freesvol301
fsv_cort_sulcctxlhmean,crt_sulcctxlhmean,freesvol301
fsv_cort_sulcctxlhprecuneus,crt_sulcctxlhprecuneus,freesvol301
fsv_cort_sulcctxmean,crt_sulcctxmean,freesvol301
fsv_cort_sulcctxrhbankssts,crt_sulcctxrhbankssts,freesvol301
fsv_cort_sulcctxrhcuneus,crt_sulcctxrhcuneus,freesvol301
fsv_cort_sulcctxrhentorhinal,crt_sulcctxrhentorhinal,freesvol301
fsv_cort_sulcctxrhfusiform,crt_sulcctxrhfusiform,freesvol301
fsv_cort_sulcctxrhinsula,crt_sulcctxrhinsula,freesvol301
fsv_cort_sulcctxrhlingual,crt_sulcctxrhlingual,freesvol301
fsv_cort_sulcctxrhmean,crt_sulcctxrhmean,freesvol301
fsv_cort_sulcctxrhprecuneus,crt_sulcctxrhprecuneus,freesvol301
fsv_cort_t1w_white02ctxlhinsula,fsv_cort_t1w_white02ctxlhins,freesvol301
fsv_cort_t1w_white02ctxrhinsula,fsv_cort_t1w_white02ctxrhins,freesvol301
fsv_subcort_t1wwmhypointensities,fsv_subcort_t1wwmhypointensit,freesvol301
rsfm_auditory_to_left_accumbens_area,rsfm_auditory_to_l_aa,mrirscor01
rsfm_auditory_to_left_amygdala,rsfm_auditory_to_l_amygdala,mrirscor01
rsfm_auditory_to_left_caudate,rsfm_auditory_to_l_caudate,mrirscor01
rsfm_auditory_to_left_cerebellum_cortex,rsfm_auditory_to_l_ccor,mrirscor01
rsfm_auditory_to_left_hippocampus,rsfm_auditory_to_l_hps,mrirscor01
rsfm_auditory_to_left_pallidum,rsfm_auditory_to_l_pallidum,mrirscor01
rsfm_auditory_to_left_putamen,rsfm_auditory_to_l_putamen,mrirscor01
rsfm_auditory_to_left_thalamus_proper,rsfm_auditory_to_l_tp,mrirscor01
rsfm_auditory_to_left_ventraldc,rsfm_auditory_to_l_vnldc,mrirscor01
rsfm_auditory_to_right_accumbens_area,rsfm_auditory_to_raa,mrirscor01
rsfm_auditory_to_right_amygdala,rsfm_auditory_to_ramygdala,mrirscor01
rsfm_auditory_to_right_caudate,rsfm_auditory_to_rcaudate,mrirscor01
rsfm_auditory_to_right_cerebellum_cortex,rsfm_auditory_to_rccor,mrirscor01
rsfm_auditory_to_right_hippocampus,rsfm_auditory_to_rhps,mrirscor01
rsfm_auditory_to_right_pallidum,rsfm_auditory_to_rpallidum,mrirscor01
rsfm_auditory_to_right_putamen,rsfm_auditory_to_rputamen,mrirscor01
rsfm_auditory_to_right_thalamus_proper,rsfm_auditory_to_rtp,mrirscor01
rsfm_auditory_to_right_ventraldc,rsfm_auditory_to_rvnldc,mrirscor01
rsfm_cingulooperc_to_brain_stem,rsfm_coc_to_brain_stem,mrirscor01
rsfm_cingulooperc_to_left_accumbens_area,rsfm_coc_to_l_aa,mrirscor01
rsfm_cingulooperc_to_left_amygdala,rsfm_coc_to_l_amygdala,mrirscor01
rsfm_cingulooperc_to_left_caudate,rsfm_coc_to_l_caudate,mrirscor01
rsfm_cingulooperc_to_left_cerebellum_cortex,rsfm_coc_to_l_ccor,mrirscor01
rsfm_cingulooperc_to_left_hippocampus,rsfm_coc_to_l_hps,mrirscor01
rsfm_cingulooperc_to_left_pallidum,rsfm_coc_to_l_pallidum,mrirscor01
rsfm_cingulooperc_to_left_putamen,rsfm_coc_to_l_putamen,mrirscor01
rsfm_cingulooperc_to_left_thalamus_proper,rsfm_coc_to_l_tp,mrirscor01
rsfm_cingulooperc_to_left_ventraldc,rsfm_coc_to_l_vnldc,mrirscor01
rsfm_cingulooperc_to_right_accumbens_area,rsfm_coc_to_raa,mrirscor01
rsfm_cingulooperc_to_right_amygdala,rsfm_coc_to_ramygdala,mrirscor01
rsfm_cingulooperc_to_right_caudate,rsfm_coc_to_rcaudate,mrirscor01
rsfm_cingulooperc_to_right_cerebellum_cortex,rsfm_coc_to_rccor,mrirscor01
rsfm_cingulooperc_to_right_hippocampus,rsfm_coc_to_rhps,mrirscor01
rsfm_cingulooperc_to_right_pallidum,rsfm_coc_to_rpallidum,mrirscor01
rsfm_cingulooperc_to_right_putamen,rsfm_coc_to_rputamen,mrirscor01
rsfm_cingulooperc_to_right_thalamus_proper,rsfm_coc_to_rtp,mrirscor01
rsfm_cingulooperc_to_right_ventraldc,rsfm_coc_to_rvnldc,mrirscor01
rsfm_cinguloparietal_to_brain_stem,rsfm_cpt_to_brain_stem,mrirscor01
rsfm_cinguloparietal_to_left_accumbens_area,rsfm_cpt_to_l_aa,mrirscor01
rsfm_cinguloparietal_to_left_amygdala,rsfm_cpt_to_l_amygdala,mrirscor01
rsfm_cinguloparietal_to_left_caudate,rsfm_cpt_to_l_caudate,mrirscor01
rsfm_cinguloparietal_to_left_cerebellum_cortex,rsfm_cpt_to_l_ccor,mrirscor01
rsfm_cinguloparietal_to_left_hippocampus,rsfm_cpt_to_l_hps,mrirscor01
rsfm_cinguloparietal_to_left_pallidum,rsfm_cpt_to_l_pallidum,mrirscor01
rsfm_cinguloparietal_to_left_putamen,rsfm_cpt_to_l_putamen,mrirscor01
rsfm_cinguloparietal_to_left_thalamus_proper,rsfm_cpt_to_l_tp,mrirscor01
rsfm_cinguloparietal_to_left_ventraldc,rsfm_cpt_to_l_vnldc,mrirscor01
rsfm_cinguloparietal_to_right_accumbens_area,rsfm_cpt_to_raa,mrirscor01
rsfm_cinguloparietal_to_right_amygdala,rsfm_cpt_to_ramygdala,mrirscor01
rsfm_cinguloparietal_to_right_caudate,rsfm_cpt_to_rcaudate,mrirscor01
rsfm_cinguloparietal_to_right_cerebellum_cortex,rsfm_cpt_to_rccor,mrirscor01
rsfm_cinguloparietal_to_right_hippocampus,rsfm_cpt_to_rhps,mrirscor01
rsfm_cinguloparietal_to_right_pallidum,rsfm_cpt_to_rpallidum,mrirscor01
rsfm_cinguloparietal_to_right_putamen,rsfm_cpt_to_rputamen,mrirscor01
rsfm_cinguloparietal_to_right_thalamus_proper,rsfm_cpt_to_rtp,mrirscor01
rsfm_cinguloparietal_to_right_ventraldc,rsfm_cpt_to_rvnldc,mrirscor01
rsfm_default_to_left_accumbens_area,rsfm_default_to_l_aa,mrirscor01
rsfm_default_to_left_amygdala,rsfm_default_to_l_amygdala,mrirscor01
rsfm_default_to_left_caudate,rsfm_default_to_l_caudate,mrirscor01
rsfm_default_to_left_cerebellum_cortex,rsfm_default_to_l_ccor,mrirscor01
rsfm_default_to_left_hippocampus,rsfm_default_to_l_hps,mrirscor01
rsfm_default_to_left_pallidum,rsfm_default_to_l_pallidum,mrirscor01
rsfm_default_to_left_putamen,rsfm_default_to_l_putamen,mrirscor01
rsfm_default_to_left_thalamus_proper,rsfm_default_to_l_tp,mrirscor01
rsfm_default_to_left_ventraldc,rsfm_default_to_l_vnldc,mrirscor01
rsfm_default_to_right_accumbens_area,rsfm_default_to_raa,mrirscor01
rsfm_default_to_right_amygdala,rsfm_default_to_ramygdala,mrirscor01
rsfm_default_to_right_caudate,rsfm_default_to_rcaudate,mrirscor01
rsfm_default_to_right_cerebellum_cortex,rsfm_default_to_rccor,mrirscor01
rsfm_default_to_right_hippocampus,rsfm_default_to_rhps,mrirscor01
rsfm_default_to_right_pallidum,rsfm_default_to_rpallidum,mrirscor01
rsfm_default_to_right_putamen,rsfm_default_to_rputamen,mrirscor01
rsfm_default_to_right_thalamus_proper,rsfm_default_to_rtp,mrirscor01
rsfm_default_to_right_ventraldc,rsfm_default_to_rvnldc,mrirscor01
rsfm_dorsalattn_to_left_accumbens_area,rsfm_dorsalattn_to_l_aa,mrirscor01
rsfm_dorsalattn_to_left_amygdala,rsfm_dorsalattn_to_l_amygdala,mrirscor01
rsfm_dorsalattn_to_left_caudate,rsfm_dorsalattn_to_l_caudate,mrirscor01
rsfm_dorsalattn_to_left_cerebellum_cortex,rsfm_dorsalattn_to_l_ccor,mrirscor01
rsfm_dorsalattn_to_left_hippocampus,rsfm_dorsalattn_to_l_hps,mrirscor01
rsfm_dorsalattn_to_left_pallidum,rsfm_dorsalattn_to_l_pallidum,mrirscor01
rsfm_dorsalattn_to_left_putamen,rsfm_dorsalattn_to_l_putamen,mrirscor01
rsfm_dorsalattn_to_left_thalamus_proper,rsfm_dorsalattn_to_l_tp,mrirscor01
rsfm_dorsalattn_to_left_ventraldc,rsfm_dorsalattn_to_l_vnldc,mrirscor01
rsfm_dorsalattn_to_right_accumbens_area,rsfm_dorsalattn_to_raa,mrirscor01
rsfm_dorsalattn_to_right_amygdala,rsfm_dorsalattn_to_ramygdala,mrirscor01
rsfm_dorsalattn_to_right_caudate,rsfm_dorsalattn_to_rcaudate,mrirscor01
rsfm_dorsalattn_to_right_cerebellum_cortex,rsfm_dorsalattn_to_rccor,mrirscor01
rsfm_dorsalattn_to_right_hippocampus,rsfm_dorsalattn_to_rhps,mrirscor01
rsfm_dorsalattn_to_right_pallidum,rsfm_dorsalattn_to_rpallidum,mrirscor01
rsfm_dorsalattn_to_right_putamen,rsfm_dorsalattn_to_rputamen,mrirscor01
rsfm_dorsalattn_to_right_thalamus_proper,rsfm_dorsalattn_to_rtp,mrirscor01
rsfm_dorsalattn_to_right_ventraldc,rsfm_dorsalattn_to_rvnldc,mrirscor01
rsfm_frontoparietal_to_brain_stem,rsfm_fpt_to_brain_stem,mrirscor01
rsfm_frontoparietal_to_left_accumbens_area,rsfm_fpt_to_l_aa,mrirscor01
rsfm_frontoparietal_to_left_amygdala,rsfm_fpt_to_l_amygdala,mrirscor01
rsfm_frontoparietal_to_left_caudate,rsfm_fpt_to_l_caudate,mrirscor01
rsfm_frontoparietal_to_left_cerebellum_cortex,rsfm_fpt_to_l_ccor,mrirscor01
rsfm_frontoparietal_to_left_hippocampus,rsfm_fpt_to_l_hps,mrirscor01
rsfm_frontoparietal_to_left_pallidum,rsfm_fpt_to_l_pallidum,mrirscor01
rsfm_frontoparietal_to_left_putamen,rsfm_fpt_to_l_putamen,mrirscor01
rsfm_frontoparietal_to_left_thalamus_proper,rsfm_fpt_to_l_tp,mrirscor01
rsfm_frontoparietal_to_left_ventraldc,rsfm_fpt_to_l_vnldc,mrirscor01
rsfm_frontoparietal_to_right_accumbens_area,rsfm_fpt_to_raa,mrirscor01
rsfm_frontoparietal_to_right_amygdala,rsfm_fpt_to_ramygdala,mrirscor01
rsfm_frontoparietal_to_right_caudate,rsfm_fpt_to_rcaudate,mrirscor01
rsfm_frontoparietal_to_right_cerebellum_cortex,rsfm_fpt_to_rccor,mrirscor01
rsfm_frontoparietal_to_right_hippocampus,rsfm_fpt_to_rhps,mrirscor01
rsfm_frontoparietal_to_right_pallidum,rsfm_fpt_to_rpallidum,mrirscor01
rsfm_frontoparietal_to_right_putamen,rsfm_fpt_to_rputamen,mrirscor01
rsfm_frontoparietal_to_right_thalamus_proper,rsfm_fpt_to_rtp,mrirscor01
rsfm_frontoparietal_to_right_ventraldc,rsfm_fpt_to_rvnldc,mrirscor01
rsfm_none_to_left_accumbens_area,rsfm_none_to_l_aa,mrirscor01
rsfm_none_to_left_amygdala,rsfm_none_to_l_amygdala,mrirscor01
rsfm_none_to_left_caudate,rsfm_none_to_l_caudate,mrirscor01
rsfm_none_to_left_cerebellum_cortex,rsfm_none_to_l_ccor,mrirscor01
rsfm_none_to_left_hippocampus,rsfm_none_to_l_hps,mrirscor01
rsfm_none_to_left_pallidum,rsfm_none_to_l_pallidum,mrirscor01
rsfm_none_to_left_putamen,rsfm_none_to_l_putamen,mrirscor01
rsfm_none_to_left_thalamus_proper,rsfm_none_to_l_tp,mrirscor01
rsfm_none_to_left_ventraldc,rsfm_none_to_l_vnldc,mrirscor01
rsfm_none_to_right_accumbens_area,rsfm_none_to_raa,mrirscor01
rsfm_none_to_right_amygdala,rsfm_none_to_ramygdala,mrirscor01
rsfm_none_to_right_caudate,rsfm_none_to_rcaudate,mrirscor01
rsfm_none_to_right_cerebellum_cortex,rsfm_none_to_rccor,mrirscor01
rsfm_none_to_right_hippocampus,rsfm_none_to_rhps,mrirscor01
rsfm_none_to_right_pallidum,rsfm_none_to_rpallidum,mrirscor01
rsfm_none_to_right_putamen,rsfm_none_to_rputamen,mrirscor01
rsfm_none_to_right_thalamus_proper,rsfm_none_to_rtp,mrirscor01
rsfm_none_to_right_ventraldc,rsfm_none_to_rvnldc,mrirscor01
rsfm_retrosplenialtemporal_to_brain_stem,rsfm_rst_to_brain_stem,mrirscor01
rsfm_retrosplenialtemporal_to_left_accumbens_area,rsfm_rst_to_l_aa,mrirscor01
rsfm_retrosplenialtemporal_to_left_amygdala,rsfm_rst_to_l_amygdala,mrirscor01
rsfm_retrosplenialtemporal_to_left_caudate,rsfm_rst_to_l_caudate,mrirscor01
rsfm_retrosplenialtemporal_to_left_cerebellum_cortex,rsfm_rst_to_l_ccor,mrirscor01
rsfm_retrosplenialtemporal_to_left_hippocampus,rsfm_rst_to_l_hps,mrirscor01
rsfm_retrosplenialtemporal_to_left_pallidum,rsfm_rst_to_l_pallidum,mrirscor01
rsfm_retrosplenialtemporal_to_left_putamen,rsfm_rst_to_l_putamen,mrirscor01
rsfm_retrosplenialtemporal_to_left_thalamus_proper,rsfm_rst_to_l_tp,mrirscor01
rsfm_retrosplenialtemporal_to_left_ventraldc,rsfm_rst_to_l_vnldc,mrirscor01
rsfm_retrosplenialtemporal_to_right_accumbens_area,rsfm_rst_to_raa,mrirscor01
rsfm_retrosplenialtemporal_to_right_amygdala,rsfm_rst_to_ramygdala,mrirscor01
rsfm_retrosplenialtemporal_to_right_caudate,rsfm_rst_to_rcaudate,mrirscor01
rsfm_retrosplenialtemporal_to_right_cerebellum_cortex,rsfm_rst_to_rccor,mrirscor01
rsfm_retrosplenialtemporal_to_right_hippocampus,rsfm_rst_to_rhps,mrirscor01
rsfm_retrosplenialtemporal_to_right_pallidum,rsfm_rst_to_rpallidum,mrirscor01
rsfm_retrosplenialtemporal_to_right_putamen,rsfm_rst_to_rputamen,mrirscor01
rsfm_retrosplenialtemporal_to_right_thalamus_proper,rsfm_rst_to_rtp,mrirscor01
rsfm_retrosplenialtemporal_to_right_ventraldc,rsfm_rst_to_rvnldc,mrirscor01
rsfm_salience_to_left_accumbens_area,rsfm_salience_to_l_aa,mrirscor01
rsfm_salience_to_left_amygdala,rsfm_salience_to_l_amygdala,mrirscor01
rsfm_salience_to_left_caudate,rsfm_salience_to_l_caudate,mrirscor01
rsfm_salience_to_left_cerebellum_cortex,rsfm_salience_to_l_ccor,mrirscor01
rsfm_salience_to_left_hippocampus,rsfm_salience_to_l_hps,mrirscor01
rsfm_salience_to_left_pallidum,rsfm_salience_to_l_pallidum,mrirscor01
rsfm_salience_to_left_putamen,rsfm_salience_to_l_putamen,mrirscor01
rsfm_salience_to_left_thalamus_proper,rsfm_salience_to_l_tp,mrirscor01
rsfm_salience_to_left_ventraldc,rsfm_salience_to_l_vnldc,mrirscor01
rsfm_salience_to_right_accumbens_area,rsfm_salience_to_raa,mrirscor01
rsfm_salience_to_right_amygdala,rsfm_salience_to_ramygdala,mrirscor01
rsfm_salience_to_right_caudate,rsfm_salience_to_rcaudate,mrirscor01
rsfm_salience_to_right_cerebellum_cortex,rsfm_salience_to_rccor,mrirscor01
rsfm_salience_to_right_hippocampus,rsfm_salience_to_rhps,mrirscor01
rsfm_salience_to_right_pallidum,rsfm_salience_to_rpallidum,mrirscor01
rsfm_salience_to_right_putamen,rsfm_salience_to_rputamen,mrirscor01
rsfm_salience_to_right_thalamus_proper,rsfm_salience_to_rtp,mrirscor01
rsfm_salience_to_right_ventraldc,rsfm_salience_to_rvnldc,mrirscor01
rsfm_smhand_to_left_accumbens_area,rsfm_smhand_to_l_aa,mrirscor01
rsfm_smhand_to_left_amygdala,rsfm_smhand_to_l_amygdala,mrirscor01
rsfm_smhand_to_left_caudate,rsfm_smhand_to_l_caudate,mrirscor01
rsfm_smhand_to_left_cerebellum_cortex,rsfm_smhand_to_l_ccor,mrirscor01
rsfm_smhand_to_left_hippocampus,rsfm_smhand_to_l_hps,mrirscor01
rsfm_smhand_to_left_pallidum,rsfm_smhand_to_l_pallidum,mrirscor01
rsfm_smhand_to_left_putamen,rsfm_smhand_to_l_putamen,mrirscor01
rsfm_smhand_to_left_thalamus_proper,rsfm_smhand_to_l_tp,mrirscor01
rsfm_smhand_to_left_ventraldc,rsfm_smhand_to_l_vnldc,mrirscor01
rsfm_smhand_to_right_accumbens_area,rsfm_smhand_to_raa,mrirscor01
rsfm_smhand_to_right_amygdala,rsfm_smhand_to_ramygdala,mrirscor01
rsfm_smhand_to_right_caudate,rsfm_smhand_to_rcaudate,mrirscor01
rsfm_smhand_to_right_cerebellum_cortex,rsfm_smhand_to_rccor,mrirscor01
rsfm_smhand_to_right_hippocampus,rsfm_smhand_to_rhps,mrirscor01
rsfm_smhand_to_right_pallidum,rsfm_smhand_to_rpallidum,mrirscor01
rsfm_smhand_to_right_putamen,rsfm_smhand_to_rputamen,mrirscor01
rsfm_smhand_to_right_thalamus_proper,rsfm_smhand_to_rtp,mrirscor01
rsfm_smhand_to_right_ventraldc,rsfm_smhand_to_rvnldc,mrirscor01
rsfm_smmouth_to_left_accumbens_area,rsfm_smmouth_to_l_aa,mrirscor01
rsfm_smmouth_to_left_amygdala,rsfm_smmouth_to_l_amygdala,mrirscor01
rsfm_smmouth_to_left_caudate,rsfm_smmouth_to_l_caudate,mrirscor01
rsfm_smmouth_to_left_cerebellum_cortex,rsfm_smmouth_to_l_ccor,mrirscor01
rsfm_smmouth_to_left_hippocampus,rsfm_smmouth_to_l_hps,mrirscor01
rsfm_smmouth_to_left_pallidum,rsfm_smmouth_to_l_pallidum,mrirscor01
rsfm_smmouth_to_left_putamen,rsfm_smmouth_to_l_putamen,mrirscor01
rsfm_smmouth_to_left_thalamus_proper,rsfm_smmouth_to_l_tp,mrirscor01
rsfm_smmouth_to_left_ventraldc,rsfm_smmouth_to_l_vnldc,mrirscor01
rsfm_smmouth_to_right_accumbens_area,rsfm_smmouth_to_raa,mrirscor01
rsfm_smmouth_to_right_amygdala,rsfm_smmouth_to_ramygdala,mrirscor01
rsfm_smmouth_to_right_caudate,rsfm_smmouth_to_rcaudate,mrirscor01
rsfm_smmouth_to_right_cerebellum_cortex,rsfm_smmouth_to_rccor,mrirscor01
rsfm_smmouth_to_right_hippocampus,rsfm_smmouth_to_rhps,mrirscor01
rsfm_smmouth_to_right_pallidum,rsfm_smmouth_to_rpallidum,mrirscor01
rsfm_smmouth_to_right_putamen,rsfm_smmouth_to_rputamen,mrirscor01
rsfm_smmouth_to_right_thalamus_proper,rsfm_smmouth_to_rtp,mrirscor01
rsfm_smmouth_to_right_ventraldc,rsfm_smmouth_to_rvnldc,mrirscor01
rsfm_visual_to_brain_stem,rsfm_vis_to_brain_stem,mrirscor01
rsfm_visual_to_left_accumbens_area,rsfm_vis_to_l_aa,mrirscor01
rsfm_visual_to_left_amygdala,rsfm_vis_to_l_amygdala,mrirscor01
rsfm_visual_to_left_caudate,rsfm_vis_to_l_caudate,mrirscor01
rsfm_visual_to_left_cerebellum_cortex,rsfm_vis_to_l_ccor,mrirscor01
rsfm_visual_to_left_hippocampus,rsfm_vis_to_l_hps,mrirscor01
rsfm_visual_to_left_pallidum,rsfm_vis_to_l_pallidum,mrirscor01
rsfm_visual_to_left_putamen,rsfm_vis_to_l_putamen,mrirscor01
rsfm_visual_to_left_thalamus_proper,rsfm_vis_to_l_tp,mrirscor01
rsfm_visual_to_left_ventraldc,rsfm_vis_to_l_vnldc,mrirscor01
rsfm_visual_to_right_accumbens_area,rsfm_vis_to_raa,mrirscor01
rsfm_visual_to_right_amygdala,rsfm_vis_to_ramygdala,mrirscor01
rsfm_visual_to_right_caudate,rsfm_vis_to_rcaudate,mrirscor01
rsfm_visual_to_right_cerebellum_cortex,rsfm_vis_to_rccor,mrirscor01
rsfm_visual_to_right_hippocampus,rsfm_vis_to_rhps,mrirscor01
rsfm_visual_to_right_pallidum,rsfm_vis_to_rpallidum,mrirscor01
